Price,Close,High,Low,Open,Volume
Ticker,LBRT,LBRT,LBRT,LBRT,LBRT
Datetime,,,,,
2025-08-13 13:30:00+00:00,11.390000343322754,11.449999809265137,11.373700141906738,11.40999984741211,35791
2025-08-13 13:31:00+00:00,11.360099792480469,11.375,11.350000381469727,11.359999656677246,2345
2025-08-13 13:32:00+00:00,11.319999694824219,11.359999656677246,11.319999694824219,11.359999656677246,1121
2025-08-13 13:33:00+00:00,11.329999923706055,11.364999771118164,11.329999923706055,11.364999771118164,4003
2025-08-13 13:34:00+00:00,11.300000190734863,11.300000190734863,11.294099807739258,11.300000190734863,1951
2025-08-13 13:35:00+00:00,11.300000190734863,11.3149995803833,11.300000190734863,11.305000305175781,460
2025-08-13 13:36:00+00:00,11.305000305175781,11.34000015258789,11.300000190734863,11.329999923706055,4372
2025-08-13 13:37:00+00:00,11.289999961853027,11.305000305175781,11.289999961853027,11.305000305175781,4595
2025-08-13 13:38:00+00:00,11.270400047302246,11.275400161743164,11.25409984588623,11.275400161743164,2764
2025-08-13 13:39:00+00:00,11.25,11.28499984741211,11.25,11.279999732971191,5306
2025-08-13 13:40:00+00:00,11.279999732971191,11.279999732971191,11.2524995803833,11.269800186157227,1527
2025-08-13 13:41:00+00:00,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,1894
2025-08-13 13:42:00+00:00,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,2113
2025-08-13 13:43:00+00:00,11.295000076293945,11.300000190734863,11.289999961853027,11.289999961853027,11638
2025-08-13 13:44:00+00:00,11.319999694824219,11.319999694824219,11.290800094604492,11.290800094604492,4582
2025-08-13 13:45:00+00:00,11.289999961853027,11.329999923706055,11.289999961853027,11.329999923706055,3979
2025-08-13 13:46:00+00:00,11.300000190734863,11.300000190734863,11.279999732971191,11.289999961853027,2570
2025-08-13 13:47:00+00:00,11.34000015258789,11.34000015258789,11.300000190734863,11.300000190734863,4411
2025-08-13 13:48:00+00:00,11.359999656677246,11.359999656677246,11.335000038146973,11.34000015258789,16034
2025-08-13 13:49:00+00:00,11.364999771118164,11.369999885559082,11.364399909973145,11.369999885559082,2911
2025-08-13 13:50:00+00:00,11.40999984741211,11.40999984741211,11.357500076293945,11.364999771118164,5883
2025-08-13 13:51:00+00:00,11.390000343322754,11.399999618530273,11.380000114440918,11.399999618530273,6417
2025-08-13 13:52:00+00:00,11.432700157165527,11.432700157165527,11.390000343322754,11.390000343322754,5061
